   5.13933333E-001    7.73468435E-001    9.34904456E-001    2.77606016E-001
   8.92841667E-001    8.31266940E-001    9.34904456E-001   -6.58620532E-002
   9.46091667E-001    8.88109684E-001    9.34904456E-001   -6.20191532E-002
   9.53600000E-001    9.27573085E-001    9.34904456E-001   -2.78391177E-002
   9.55208333E-001    9.36874032E-001    9.34904456E-001   -1.96108824E-002
   9.57841667E-001    9.37546134E-001    9.34904456E-001   -2.17086704E-002
   9.59900000E-001    9.43587482E-001    9.34904456E-001   -1.74483263E-002
   9.58091667E-001    9.52686012E-001    9.34904456E-001   -5.78203991E-003
   9.56458333E-001    9.50616598E-001    9.34904456E-001   -6.24848365E-003
   9.57083333E-001    9.50083077E-001    9.34904456E-001   -7.48767035E-003
   9.57033333E-001    9.57884252E-001    9.34904456E-001    9.10166523E-004
   9.57908333E-001    9.68349457E-001    9.34904456E-001    1.11681182E-002
   9.59725000E-001    9.72863376E-001    9.34904456E-001    1.40531752E-002
   9.57275000E-001    9.62481320E-001    9.34904456E-001    5.56882564E-003
   9.58566667E-001    9.51411963E-001    9.34904456E-001   -7.65287202E-003
   9.58691667E-001    9.53882813E-001    9.34904456E-001   -5.14368413E-003
   9.57283333E-001    9.69671071E-001    9.34904456E-001    1.32502708E-002
   9.58783333E-001    9.54515636E-001    9.34904456E-001   -4.56484867E-003
   9.59158333E-001    9.55738544E-001    9.34904456E-001   -3.65790199E-003
   9.56075000E-001    9.59479392E-001    9.34904456E-001    3.64143261E-003
   1.47750651E-001    1.54447640E-001    1.56085014E-001    4.29060330E-002
   1.36091453E-001    1.53929022E-001    1.56085014E-001    1.14281107E-001
   1.35260473E-001    2.06305458E-001    1.56085014E-001    4.55168523E-001
   1.34698276E-001    1.95736222E-001    1.56085014E-001    3.91055777E-001
   1.37302326E-001    1.87791151E-001    1.56085014E-001    3.23470037E-001
   1.51017988E-001    1.78961174E-001    1.56085014E-001    1.79025427E-001
   1.45885287E-001    1.81916805E-001    1.56085014E-001    2.30845468E-001
   1.36806522E-001    1.97716421E-001    1.56085014E-001    3.90235407E-001
   1.36459330E-001    1.20768631E-001    1.56085014E-001   -1.00526620E-001
   1.34951456E-001    1.59568961E-001    1.56085014E-001    1.57718567E-001
   1.39061288E-001    1.85357834E-001    1.56085014E-001    2.96611092E-001
   1.42348050E-001    1.35971886E-001    1.56085014E-001   -4.08505855E-002
   1.36768053E-001    1.52741910E-001    1.56085014E-001    1.02340748E-001
   1.35946948E-001    1.39246350E-001    1.56085014E-001    2.11384955E-002
   1.34754626E-001    1.03672577E-001    1.56085014E-001   -1.99135384E-001
   1.40205770E-001    1.15779145E-001    1.56085014E-001   -1.56495639E-001
   1.42996488E-001    1.45505239E-001    1.56085014E-001    1.60729753E-002
   1.43752527E-001    1.23788827E-001    1.56085014E-001   -1.27902737E-001
   1.42623954E-001    1.35923394E-001    1.56085014E-001   -4.29289157E-002
   1.36786189E-001    1.46571720E-001    1.56085014E-001    6.26935995E-002
   6.53456998E-003    3.29264636E-002    1.04483264E-002    2.52594461E+000
   5.58143008E-003    2.64916901E-002    1.04483264E-002    2.00130234E+000
   6.33307202E-003    1.86466331E-002    1.04483264E-002    1.17851995E+000
