param,colnorm_h1e6,colnorm_mean,spread,spread_pair,spread_nrm,feasible
a_ℓ,601.7366844018457,16977.617989098442,2.012112002501263,3.0181858868456883,1.6717979136014536,true
b_ℓ,295.50825845597126,293.3758603235994,0.010851851350833623,0.01769796557641639,0.006347994676083402,true
ρ_x,21.485867359854367,21.48210257070142,0.00022259130033187486,0.000441763028832215,0.00017413384554306805,true
c,2064.586322436436,2068.233689990299,0.012899084355992782,0.022655326369978548,0.0067005114195675605,true
A,4360.939530407607,4359.430372305293,0.0019040811176949481,0.003083181575767655,0.00030151532813514116,true
b_U,14.312170622116232,14.309439274882763,0.00019421455092244501,0.00035290315633465866,0.00017605213342004343,true
b_S,8.639363972523e-11,9.128722521728797e-11,1.2599932929235427,2.039734184314588,0.466819101790772,true
P_S,111.65312992886003,111.49134489578296,0.006753262586278727,0.010621522146875867,0.00217724846476763,true
α_U,212.61143124887678,212.6077171342816,0.00012449035125937022,0.0001886467817264052,3.119680544367452e-5,true
a_Γ,62.55570687185742,62.61838958107352,0.004530341418972273,0.007189569543930801,0.0014915227046181086,true
b_Γ,54.97010341776655,54.91443279766806,0.0046569023503373955,0.007393936369075738,0.0014905136201656577,true
δ_S,15.125674010288698,14.914899754683542,0.0353090266189328,0.05663213260841197,0.012068826064547867,true
μ_U,139.9009734160265,139.89994918234672,0.00012654035454044764,0.0002299756239545553,6.699290714300577e-6,true
μ_S,39022.31534735184,17273.928602581742,1.2590344531504793,2.2664654666049877,1.1409672582663342,true
β_U,50.83817865843278,50.83822001951106,1.939779417045834e-6,2.9351464900659186e-6,1.3730557450055306e-6,true
β_S,63.56225609604892,4008.4484244851637,2.021684923010301,3.0325407285524686,1.7050642010667896,true
λ_U,39.38002850134086,39.37979646579997,9.612557969966841e-5,0.00019080319778108694,5.608363924468876e-6,true
λ_S,17376.73480684779,7698.44865968719,1.257175885842008,2.26307790076121,1.1420764058095092,true
k_U,343.84947081857297,343.8621332834923,6.619710172415451e-5,0.00013165830131880603,3.672343281267624e-5,true
k_S,679.4929214526927,42361.1114989031,2.026106745543644,3.0391731887439235,1.7047947808467334,true
σ_S,1.2755626863120537,1.2478497500707564,0.1194291544561734,0.20789896996884227,0.015969555491873896,true
ξ_U,0.1776780754014622,0.1776781593899512,7.548104897646301e-6,1.2793482785910192e-5,6.07898331822986e-7,true
ξ_S,0.18720279251893385,0.18695133632187982,0.020159439087455135,0.031740674025903415,0.0018440952531197207,true
