t,frontier_floor,d_region,d_mass,d_flow,theta_U,theta_S,f_U,f_S,skilled_share,training_share,ur_U,ur_S,dist_to_z0,dist_to_z1
49.0,0.2711225585111505,0.46459199231186044,0.0,0.0,0.22584812551179184,0.6398189623494055,0.21468357830121326,0.19786332206940807,0.313123940093534,0.05043479909795729,0.102422335594061,0.045038042825508315,0.05714977582118833,0.012282234843464163
49.5,0.27112204535839435,0.46459133884497666,0.0,0.0,0.225848459687148,0.6398395482590375,0.2146837371290418,0.1978665051289487,0.3131973927440052,0.050401664934216814,0.1024295888706248,0.045023328676309655,0.0571388258550404,0.012216316600750227
50.0,0.2711215328645864,0.4645906807171454,0.0,0.0,0.2258487902922286,0.6398613623584213,0.21468389425986378,0.19786987803925973,0.31327021993412263,0.05036823858874441,0.10243671789417817,0.04500839992937955,0.057126334693986876,0.012149474028514972
50.5,0.271121021096759,0.46459001854900417,0.0,0.0,0.22584911763509868,0.6398843701999501,0.2146840498401008,0.19787343546446234,0.31334242481203567,0.05033453740198665,0.1024437251575838,0.044993268005298924,0.057112351011621425,0.012081753914220197
51.0,0.2711205101152435,0.46458935295987414,0.0,0.0,0.22584944198410423,0.6399077938929119,0.21468420399729612,0.19787705712205983,0.31341401056824214,0.05030057819742738,0.10245061308082355,0.044977943886202396,0.05709692224624746,0.012013201721904725
51.5,0.271119999973554,0.46458868387486046,0.0,0.0,0.2258497636880505,0.639932993787969,0.2146843568972334,0.19788095333338096,0.313484980459333,0.050266377373834194,0.10245738390777488,0.04496244183530893,0.05708009944703091,0.01194386313703877
52.0,0.2711194907269641,0.4645880125115343,0.0,0.0,0.22585008306640997,0.6399592572365784,0.21468450869175457,0.19788501390142277,0.3135553377853732,0.05023195085364812,0.10246403980911523,0.04494676838400595,0.05706192296404997,0.01187377959076922
52.5,0.2711189824164518,0.4645873394648273,0.0,0.0,0.225850400279092,0.63998655038963,0.21468465945686377,0.19788923358285276,0.31362508585242505,0.05019731398821329,0.10247058303524682,0.044930933482477786,0.05704243695030027,0.011802992840117224
53.0,0.2711184750762125,0.464586665329217,0.0,0.0,0.22585071546530439,0.6400148408588346,0.21468480925872593,0.19789360736023745,0.31369422800112456,0.0501624816664258,0.10247701577480617,0.044914946721540776,0.05702168446843117,0.01173154345064157
53.5,0.2711179687335624,0.46458599069971346,0.0,0.0,0.22585102874681795,0.6400440979006277,0.2146849581552183,0.19789813047048882,0.31376276760489025,0.05012746832742006,0.10248334015781299,0.044898817346804155,0.05699970751896416,0.011659470825924834
54.0,0.2711174634088287,0.4645853161730323,0.0,0.0,0.22585134022980885,0.6400742925211791,0.21468510619680614,0.1979027984211069,0.3138307080681839,0.05009228797290471,0.10248955825851018,0.044882554271051076,0.05697654706610605,0.011586813235913207
54.5,0.27111695911522404,0.464584642348899,0.0,0.0,0.22585165000967244,0.6401054541987845,0.21468525342883057,0.19790761575888813,0.3138980528248243,0.0500569541791592,0.10249567209796416,0.04486616608540321,0.05695224306190317,0.011513607844347892
55.0,0.2711164558587027,0.4645839698659729,0.0,0.0,0.2258519581706469,0.6401376571819662,0.21468539989133006,0.19791259395070382,0.313964805336351,0.05002148010870315,0.10250168364634642,0.04484966088718627,0.05692683423122345,0.011439890661053843
55.5,0.27111595363736773,0.46458329943721177,0.0,0.0,0.2258522647876887,0.6401707446344581,0.2146855456199313,0.1979177087403587,0.31403096909047074,0.04998587852174202,0.10250759482495882,0.044833046136415144,0.0569003578935342,0.011365696505646668
56.0,0.27111545244042845,0.4645826317014571,0.0,0.0,0.22585256992921998,0.6402046887694518,0.2146856906471553,0.19792295582203714,0.3140965475995862,0.04995016178740684,0.10251340750794771,0.044816329504721426,0.05687285107963937,0.011291059375219781
56.5,0.2711149522489924,0.4645819673019941,0.0,0.0,0.22585287365814438,0.6402394680537377,0.2146858350029003,0.19792833185675066,0.31416154439924754,0.04991434189430591,0.10251912352438375,0.04479951840902912,0.05684570439241256,0.011216012275441223
