rung,param,h_far,jump,slope,Q_base,Q_far,nodes_moved,all_ok
shipped 1e-4,λ_S,1.0e-6,-0.022636373390582776,890.4300425101761,969.8046780276271,969.7829310957695,1,true
shipped 1e-4,μ_S,-1.0e-6,-0.022676010911254707,-1203.2189934988876,969.8046780276271,969.7832036988882,1,true
uniform 1e-4,λ_S,1.0e-6,-0.022717503779631443,989.8997669777384,969.8046616295004,969.7829314140596,1,true
uniform 1e-4,μ_S,-1.0e-6,-0.022764760765539904,-1309.0077732549305,969.8046616295004,969.7832042255933,1,true
uniform 1e-6,λ_S,1.0e-6,-0.02261596323410231,865.0105342576336,969.8046821124725,969.7829310961407,1,true
uniform 1e-6,μ_S,-1.0e-6,-0.02264919385572739,-1171.0175589218177,969.8046821124725,969.7832038402026,1,true
uniform 1e-8,λ_S,1.0e-6,-0.022615141791106907,863.9309262807595,969.8046823181745,969.7829311031362,1,true
uniform 1e-8,μ_S,-1.0e-6,-0.022647874244739796,-1169.408365525792,969.8046823181745,969.7832038461642,1,true
