ur_total,ur_U,ur_S,skilled_share,training_share,emp_var_U,emp_cm3_U,emp_var_S,emp_cm3_S,jfr_U,sep_rate_U,jfr_S,sep_rate_S,ee_rate_S,mean_wage_U,mean_wage_S,p25_wage_U,p25_wage_S,p50_wage_U,p50_wage_S,p75_wage_U,p75_wage_S,wage_premium,theta_U,theta_S,overlap_UgtS,overlap_SltU,ltu_share_S,wchg_rate_U,wchg_rate_S,ee_step_S
0.021347455833038206,0.022305281887706238,0.013042871360777242,-0.0036617489276602948,0.004145454094597028,0.0002770159221870508,0.0019676505656994812,-8.032596835710577e-5,6.373386676998837e-5,-0.006680715591206935,0.010456815835904238,-0.0011404257713323598,0.0003951790049928384,0.0,-3.645826758637513e-6,-5.472774963636743e-6,-5.459691807176666e-6,1.746525361845783e-5,-1.741830741273012e-5,-1.0174395950425492e-5,1.3099034559861943e-5,-1.492499159946965e-5,-3.6486987916103086e-5,-0.036252235267651874,-0.01954078385920875,0.00043296554151864356,-0.00029329699993320494,0.01097617411446771,0.0,0.0,0.0
0.022305281887706238,0.02363401065135284,0.012554116081779887,-0.003703229855588429,0.006141241577594329,0.00033781053208068357,0.002294169981435275,-8.11118319517499e-5,0.000112512947487355,-0.007514984933704168,0.011666249838905608,-0.0028072993643029577,-0.0004583617146967699,0.0,-9.739021492763689e-6,-6.93395227259428e-6,-1.797191779642648e-5,1.6456446534402183e-5,-2.202329423107168e-5,-9.90831322521794e-6,8.448321487375966e-6,-1.7336052569684166e-5,4.0684811030418265e-5,-0.038164482393039434,-0.01944873541685155,0.0003895244986589583,-0.0003297988039261032,0.012520745419511786,0.0,0.0,0.0
0.013042871360777242,0.012554116081779887,0.011783856084052951,-0.002427566802676334,-0.002815752676531965,5.981961377418517e-5,0.000711044716620782,-5.16495231269763e-5,6.677517422523069e-5,-0.0019422553128179685,0.003295030869925987,0.005127868107997827,0.0010411315947393034,0.0,8.00547230171488e-6,-8.596311461471601e-7,2.0099960156756096e-5,1.2705913788525919e-5,-4.526880039952244e-6,-6.6697660956623285e-6,1.5560531696023425e-5,-5.592964157416485e-6,-0.00015135333722125552,-0.02072325978058005,-0.01525630756315856,0.00035183474309299846,-0.00014564246056209134,0.0029940059853373517,0.0,0.0,0.0
-0.0036617489276602948,-0.003703229855588429,-0.002427566802676334,0.0008506684450748446,0.0004675542769929235,-1.042449043998901e-5,-0.00012210510871237435,2.0943644337878415e-5,0.00014522186368726866,0.0011803495193778313,-0.0020015634170370213,-0.00011866956343093517,-0.0019425456253189483,0.0,-7.26945240576568e-6,-2.5615988835346357e-7,-1.3408283626637802e-5,-6.636547576425541e-6,-2.2830726141966537e-6,3.592751147576377e-6,-1.0817386301898925e-5,9.372454924027483e-7,0.00011880126442052305,0.0066997865615074925,0.0036965582882466587,-0.00018474776180131685,1.7872443847767334e-5,-0.0015451877363901613,0.0,0.0,0.0
0.004145454094597028,0.006141241577594329,-0.002815752676531965,0.0004675542769929235,0.019006733900574804,0.0004850999918699391,0.0025075338592260477,-4.5151471550384266e-5,-0.00028044530420658304,-0.005916237804021718,0.009157317541161796,-0.009051096978760997,-0.011391599133329404,0.0,-2.6943746902102425e-5,-1.0071101728864038e-5,-6.532609464771999e-5,7.537376710542899e-6,-2.3715838293196516e-5,-6.581314658810878e-6,-7.389494815716188e-6,-1.83345196801027e-5,0.00027635837067883977,-0.00788207724393014,0.0006357184796570366,8.559790540415623e-5,-0.00023401732802512713,0.008663066928646398,0.0,0.0,0.0
0.0002770159221870508,0.00033781053208068357,5.981961377418517e-5,-1.042449043998901e-5,0.0004850999918699391,0.00032313037640102133,0.0019206093954248391,-2.8101212552982425e-5,-0.00014977998634040597,-0.0003066080383309444,2.642641808957547e-7,-0.0005682033186386232,-0.00038302570448394286,0.0,-1.749527265130074e-5,-6.235376389715421e-6,-4.025090344758232e-5,6.15969487226567e-6,-1.7361138278621584e-5,-3.647653055374297e-6,-4.431645252355451e-6,-1.2166836059657466e-5,0.0001849122541363564,-0.0006473848875810082,-0.00036580936203266874,5.632018807782019e-5,-0.00017222006107305745,0.0003189581259656171,0.0,0.0,0.0
0.0019676505656994812,0.002294169981435275,0.000711044716620782,-0.00012210510871237435,0.0025075338592260477,0.0019206093954248391,0.040254665040608366,0.000989841214710845,-0.008747776949280694,-0.0019703898508142735,-7.416074287274582e-5,-0.0035843689311345754,-0.0018042592330994186,0.0,-2.6989374956858414e-5,5.8593210845421844e-5,1.919198737678214e-6,0.00011748305661260482,-0.00010741561961439659,0.00014704903158377667,2.7186556049918475e-5,5.5878274697695264e-5,0.001511440387263091,-0.0044242516265185165,-0.0026627196284709134,-0.003453913956073554,0.0007956376787855214,0.0031069452225371886,0.0,0.0,0.0
-8.032596835710577e-5,-8.11118319517499e-5,-5.16495231269763e-5,2.0943644337878415e-5,-4.5151471550384266e-5,-2.8101212552982425e-5,0.000989841214710845,6.362058650366043e-5,-0.0004411721658294243,2.3455058936962652e-5,-5.200423146728268e-5,4.6389985427804866e-5,-7.272014587386199e-5,0.0,3.940512387806934e-6,4.872188428067782e-6,9.622375116742366e-6,1.257721128181632e-6,3.2219539803085315e-6,8.650971318230508e-6,1.0976091415251868e-6,7.876001669756661e-6,2.068829040418851e-5,0.00018836541706783867,0.00013017606617446044,-0.00022884755455103686,0.0001373450692381758,-0.00012206244473355558,0.0,0.0,0.0
6.373386676998837e-5,0.000112512947487355,6.677517422523069e-5,0.00014522186368726866,-0.00028044530420658304,-0.00014977998634040597,-0.008747776949280694,-0.0004411721658294243,0.006131385656910377,-0.0005545039635298667,-0.0007998184452640718,-0.000873921045453907,-0.0008700014831063338,0.0,-5.843401833553984e-5,-3.565618316680113e-5,-8.223732575486569e-5,-4.2909440134856355e-5,-5.3026353719979695e-5,-4.772848357314675e-5,-6.657418804767052e-5,-5.8574153163089544e-5,0.00035101960139365346,0.00016033857889113655,0.00011484827464886804,0.0010487757535866426,-0.0013401583280325687,0.001146981528939381,0.0,0.0,0.0
-0.006680715591206935,-0.007514984933704168,-0.0019422553128179685,0.0011803495193778313,-0.005916237804021718,-0.0003066080383309444,-0.0019703898508142735,2.3455058936962652e-5,-0.0005545039635298667,0.021822267453951535,-0.006611408812950325,0.021885956207973657,0.0004373447856308855,0.0,3.0200782910444305e-5,7.652658743227219e-6,5.497777291820786e-5,2.094084243902946e-6,2.89604636603817e-5,-1.8714099663944413e-7,2.2053042376042817e-5,1.4876054045471084e-5,-0.00037512355937124306,0.012458283356512757,0.004204057926477889,0.00012548037513270685,0.0002882805128420695,-0.005624450045100907,0.0,0.0,0.0
0.010456815835904238,0.011666249838905608,0.003295030869925987,-0.0020015634170370213,0.009157317541161796,2.642641808957547e-7,-7.416074287274582e-5,-5.200423146728268e-5,-0.0007998184452640718,-0.006611408812950325,0.013430906508818542,-0.0038941659024652785,0.0013932115312688313,0.0,2.7429442716492865e-5,1.957418511390265e-6,4.4742830670272116e-5,2.012685275357324e-5,1.5584573731216512e-5,-1.1164307795717655e-5,3.772539893637202e-5,7.283143048275808e-7,-0.0004304548309796474,-0.02150874348174336,-0.008050607308201748,0.0005596242023819969,5.667693946024446e-5,0.007657347060037885,0.0,0.0,0.0
-0.0011404257713323598,-0.0028072993643029577,0.005127868107997827,-0.00011866956343093517,-0.009051096978760997,-0.0005682033186386232,-0.0035843689311345754,4.6389985427804866e-5,-0.000873921045453907,0.021885956207973657,-0.0038941659024652785,0.03294764947754684,0.0019883206935583358,0.0,5.268002949812168e-5,1.3889271396701503e-5,9.781755834010224e-5,1.9356376680753842e-6,5.0721986232322084e-5,8.223509022431393e-7,3.646905131430757e-5,2.6991809223138588e-5,-0.0006446213689448459,0.0028718458679091075,-0.004144527900357842,0.00018030040687718994,0.0005086202316909157,-0.00983420088545353,0.0,0.0,0.0
0.0003951790049928384,-0.0004583617146967699,0.0010411315947393034,-0.0019425456253189483,-0.011391599133329404,-0.00038302570448394286,-0.0018042592330994186,-7.272014587386199e-5,-0.0008700014831063338,0.0004373447856308855,0.0013932115312688313,0.0019883206935583358,0.02599321151587219,0.0,6.925285593689998e-5,1.1079472033164636e-5,0.00013673613384693247,3.169377719954767e-5,4.0280229118052575e-5,-1.5204232280103608e-5,7.243256548202964e-5,1.318311084454727e-5,-0.0009764699897516807,-0.003836385700621206,-0.0020449281013123536,0.0009890616012083369,0.00018443856035778286,-0.00029614966832978117,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004945384201991748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.645826758637513e-6,-9.739021492763689e-6,8.00547230171488e-6,-7.26945240576568e-6,-2.6943746902102425e-5,-1.749527265130074e-5,-2.6989374956858414e-5,3.940512387806934e-6,-5.843401833553984e-5,3.0200782910444305e-5,2.7429442716492865e-5,5.268002949812168e-5,6.925285593689998e-5,0.0,2.2127628093597145e-6,7.264069450537647e-7,4.346319061053901e-6,5.769045517525135e-7,1.7270333820652483e-6,3.530411194770133e-7,1.788778897251016e-6,1.193384481300085e-6,-2.4505921575583285e-5,3.3763682151496245e-6,-5.1546883011085504e-6,2.697131349345473e-6,2.106345469472436e-5,-1.3111140706166637e-5,0.0,0.0,0.0
-5.472774963636743e-6,-6.93395227259428e-6,-8.596311461471601e-7,-2.5615988835346357e-7,-1.0071101728864038e-5,-6.235376389715421e-6,5.8593210845421844e-5,4.872188428067782e-6,-3.565618316680113e-5,7.652658743227219e-6,1.957418511390265e-6,1.3889271396701503e-5,1.1079472033164636e-5,0.0,7.264069450537647e-7,4.775998658093388e-7,1.664151463142892e-6,1.9608727034058835e-7,5.174616706961049e-7,6.48377432879655e-7,4.1803054654515063e-7,7.564780305552541e-7,-3.7461409707681934e-6,1.2263825032732063e-5,6.604694006300463e-6,-1.4148446955764358e-5,1.2385237227537159e-5,-7.746206790010645e-6,0.0,0.0,0.0
-5.459691807176666e-6,-1.797191779642648e-5,2.0099960156756096e-5,-1.3408283626637802e-5,-6.532609464771999e-5,-4.025090344758232e-5,1.919198737678214e-6,9.622375116742366e-6,-8.223732575486569e-5,5.497777291820786e-5,4.4742830670272116e-5,9.781755834010224e-5,0.00013673613384693247,0.0,4.346319061053901e-6,1.664151463142892e-6,9.686769956032168e-6,1.0896325502837207e-6,2.843739255250737e-6,1.1925913358966852e-6,3.1186357057529538e-6,2.5396173325308563e-6,-4.386823792161612e-5,7.940065904269745e-6,-1.1106831241881854e-5,-4.72154093923603e-6,3.685443139279313e-5,-2.5825772023355815e-6,0.0,0.0,0.0
1.746525361845783e-5,1.6456446534402183e-5,1.2705913788525919e-5,-6.636547576425541e-6,7.537376710542899e-6,6.15969487226567e-6,0.00011748305661260482,1.257721128181632e-6,-4.2909440134856355e-5,2.094084243902946e-6,2.012685275357324e-5,1.9356376680753842e-6,3.169377719954767e-5,0.0,5.769045517525135e-7,1.9608727034058835e-7,1.0896325502837207e-6,8.706166542648625e-7,1.1983658828610957e-8,1.1311039766584021e-7,1.0253681969155058e-6,1.2684954941981812e-7,-6.268654439013413e-6,-4.3305638977254185e-5,-3.110889408697418e-5,5.211676768121464e-6,2.5373660396698474e-6,2.012102703643809e-5,0.0,0.0,0.0
