window,ee_rate_S,ee_step_S,ee_step_sd,neff_ee,neff_step
base_fc,0.005990521494108344,0.15542233500197672,0.977003642493361,202990.4546751216,1132.5304100926667
crisis_fc,0.0047867426040108,0.06867033150329008,1.1311264742482818,200882.7924706661,937.9476648265244
base_covid,0.007600058329510077,0.10898277024551944,1.0983532036381256,267075.7239645659,1927.267122232768
crisis_covid,0.008120451771763926,0.11704395724589307,1.093313670964571,153606.23772822373,1040.1557426702223
