nu,window,method,mean_remaining_months,nu_upper_bound,delta_lf_nilf,gamma_nilf_lf,lfpr,n_obs
0.0032303158120597433,base_fc,life_table,309.56725539549365,0.0032036714214748324,0.038411847959018655,0.10932740204987956,0.7564047767225154,4568290
