window,wchg_rate_U,wchg_rate_S,neff_U,neff_S,wchg_rate_U_raw,wchg_rate_S_raw,hourly_share_U,hourly_share_S,bbg_underflow_U,bbg_underflow_S,bbg_pihat_U,bbg_pihat_S,bbg_corrfac_U,bbg_corrfac_S
base_fc,0.1505124284099488,0.129176819484037,565454.0,75093.0,2.481951637662523,2.5187334514208377,0.5890153792734439,0.199308123628204,0,0,0.030455174072515183,0.02680675961807359,0.17903434941250945,0.1731922504320564
crisis_fc,0.1030975315454853,0.09107783500797101,362781.0,59820.0,2.2433032691619794,2.3356163089803417,0.5948214766799894,0.21389346122968914,0,0,0.02214834845264774,0.020160481444333,0.16707781606860866,0.16201572784720591
base_covid,0.20846527433321524,0.22241621800971428,465182.6405823587,286557.08987034904,0.20846527433321524,0.22241621800971428,0.40422624697157933,0.15291022232233878,0,0,NaN,NaN,NaN,NaN
crisis_covid,0.23683088047324882,0.23934003564403797,197410.4881876872,163434.2870206248,0.23683088047324882,0.23934003564403797,0.3642077276037011,0.14050087454797147,0,0,NaN,NaN,NaN,NaN
